,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Utilities_AllPub,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLw,SaleType_New,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
1219,-0.04593391404501321,0.038927616687138226,-0.6107893700128606,-0.9513414093084249,-1.3392383599782975,-0.56801673905278,-1.0110580928718733,0.29331929445520505,-2.444444967642808,-2.3091429222732818,-1.1639842197713273,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
587,-0.7910840752196716,0.39719553874759583,-0.08811574366910216,-0.5369956653876017,-0.8214654877835478,-1.2656932088956443,-1.0110580928718733,-1.5035177820675885,0.3194579580172113,0.28845964008785413,-0.5641161567408464,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
750,-1.53623423639433,-1.9478308601935812,0.9572315090184147,-1.1881104058346097,-1.0087450373007978,-0.7200244615325102,-1.0110580928718733,0.29331929445520505,-2.444444967642808,-2.3091429222732818,-1.0980646524053403,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
657,0.6992162471296453,-1.2638648271690713,0.767168372166139,-0.6948416630717249,-0.8462524869843602,-0.01455272387017266,-1.0110580928718733,-0.3056263977190594,-1.0624935048127984,-0.9808234301567919,-0.40590919506247775,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
842,-0.04593391404501321,-0.12392143879488797,-0.8483682910782053,0.17084498047713803,0.018538374021764573,-0.6713040376608018,-1.0110580928718733,-0.3056263977190594,0.3194579580172113,0.10151097082701481,-0.06444583610666547,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
234,-0.04593391404501321,1.0485917606757007,0.8621999405922768,-0.4876687911113132,-0.8214654877835478,0.8780054414595251,0.8001625397574951,0.8922649866294695,0.3194579580172113,-0.1444741203056685,0.4840049643783457,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
732,0.6992162471296453,0.9183125162900796,0.71965258795307,0.23496991703631306,-0.01451095824598542,1.0163714452551769,0.8001625397574951,0.8922649866294695,0.3194579580172113,0.3524157637823518,0.56310844521753,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
214,-0.04593391404501321,0.23434648326556964,-0.3256946647344469,-0.9094135661735797,-1.2924184725989851,-0.2289225889056896,-1.0110580928718733,-0.3056263977190594,-1.0624935048127984,-0.8381520772998354,-0.23781429827921108,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
162,0.6992162471296453,1.1463011939649164,1.0047472932314836,1.1919112779963097,1.0540841184112644,0.06145113736969243,0.8001625397574951,0.29331929445520505,0.3194579580172113,0.3081384473784688,0.5301486615345365,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,-0.7910840752196716,-0.35191011646972464,0.8621999405922768,0.012998982793014887,0.46470435963638945,-0.3555956909721314,-1.0110580928718733,0.29331929445520505,0.3194579580172113,0.7607510150626061,-0.38283734648438233,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1098,-1.53623423639433,-1.101015771687045,-1.6086208384873086,-0.9513414093084249,-1.1051389230817352,-0.3614421418367364,-1.0110580928718733,-0.3056263977190594,-1.0624935048127984,-1.1284144848364017,-0.6827713779996228,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
222,-0.04593391404501321,0.16920686107275917,-0.42072623316058483,-0.8502213170420336,-0.9564169278768602,0.08288812387324412,0.8001625397574951,-0.3056263977190594,0.3194579580172113,-0.1739923312415905,0.0014737312593214465,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1312,1.4443664083043035,0.6577540275188377,0.2920105300354494,0.9748730311806403,0.8117223484477644,2.5344998530976106,0.8001625397574951,1.491210678803734,0.3194579580172113,1.3806334447169681,1.6112295663367222,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
185,2.9346667306536203,-2.5340874599288754,0.4345578826746563,0.12151810620084955,0.9907395648980768,4.089655783082542,0.8001625397574951,3.2880477553265273,1.7014094208472208,1.823406608755798,3.8920465971998697,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
41,-0.7910840752196716,-0.35191011646972464,-1.180978780569688,0.7208396286577546,0.46745847065870194,-0.3536468740172631,-1.0110580928718733,-0.9045720898933239,-1.0624935048127984,-0.7938747608959524,-0.12904701212533265,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
692,0.6992162471296453,0.6251842164224325,0.2920105300354494,0.3755515087237352,0.219588478650577,1.9673941192309248,0.8001625397574951,1.491210678803734,0.3194579580172113,0.7804298223532208,2.046298710952236,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
108,-0.7910840752196716,-1.6547025603259342,1.0047472932314836,-0.6529138199368797,-0.4441522777267353,0.014679530452852377,0.8001625397574951,0.29331929445520505,-2.444444967642808,-2.3091429222732818,-0.8541622531511889,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
